num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga
2025S000056,2025-01-01T00:00:00Z,00:49,call. lopez de hoyos / call. ros de olano,140,5,chamartin,colision fronto-lateral,despejado,ciclomotor,conductor,30-34,H,7,asistencia sanitaria sólo en el lugar del accidente,442966,4477385,N,
2025S000056,2025-01-01T00:00:00Z,00:49,call. lopez de hoyos / call. ros de olano,140,5,chamartin,colision fronto-lateral,despejado,turismo,conductor,40-44,H,14,sin asistencia sanitaria,442966,4477385,N,
2025S000056,2025-01-01T00:00:00Z,00:49,call. lopez de hoyos / call. ros de olano,140,5,chamartin,colision fronto-lateral,despejado,turismo,pasajero,40-44,M,14,sin asistencia sanitaria,442966,4477385,N,
2025S000057,2025-01-01T00:00:00Z,02:20,gta. rio zancara / call. arroyo de pozuelo,1,9,moncloa-aravaca,colision lateral,despejado,turismo,conductor,21-24,H,,,433911,4478290,N,
2025S000057,2025-01-01T00:00:00Z,02:20,gta. rio zancara / call. arroyo de pozuelo,1,9,moncloa-aravaca,colision lateral,despejado,turismo,conductor,45-49,H,,,433911,4478290,N,
2025S000058,2025-01-01T00:00:00Z,03:18,"call. gallur, 489",489,10,latina,choque contra obstaculo fijo,despejado,turismo,conductor,18-20,H,14,sin asistencia sanitaria,437019,4471984,S,
2025S000060,2025-01-01T00:00:00Z,04:00,call. luchana / call. eguilaz,16,7,chamberi,colision lateral,despejado,maquinaria de obras,conductor,55-59,H,,,440567,4475699,N,
2025S000060,2025-01-01T00:00:00Z,04:00,call. luchana / call. eguilaz,16,7,chamberi,colision lateral,despejado,turismo,conductor,desconocido,Desconocido,,,440567,4475699,N,
2025S000061,2025-01-01T00:00:00Z,03:30,"avda. pablo iglesias, 50",50,6,tetuan,colision fronto-lateral,,turismo,conductor,50-54,H,,,439772,4477959,N,
2025S000061,2025-01-01T00:00:00Z,03:30,"avda. pablo iglesias, 50",50,6,tetuan,colision fronto-lateral,,turismo,conductor,desconocido,Desconocido,,,439772,4477959,N,
2025S000063,2025-01-01T00:00:00Z,06:58,"call. princesa, 28",28,1,centro,alcance,despejado,motocicleta hasta 125cc,conductor,30-34,H,14,sin asistencia sanitaria,439427,4475473,S,
2025S000063,2025-01-01T00:00:00Z,06:58,"call. princesa, 28",28,1,centro,alcance,despejado,motocicleta hasta 125cc,pasajero,35-39,M,,,439427,4475473,N,
2025S000063,2025-01-01T00:00:00Z,06:58,"call. princesa, 28",28,1,centro,alcance,despejado,turismo,conductor,40-44,H,14,sin asistencia sanitaria,439427,4475473,N,
2025S000064,2025-01-01T00:00:00Z,07:10,paseo. artilleros / call. calahorra,6,19,vicalvaro,choque contra obstaculo fijo,,turismo,conductor,30-34,M,,,448291,4473199,S,
2025S000064,2025-01-01T00:00:00Z,07:10,paseo. artilleros / call. calahorra,6,19,vicalvaro,choque contra obstaculo fijo,,turismo,conductor,desconocido,Desconocido,,,448291,4473199,N,
2025S000065,2025-01-01T00:00:00Z,07:30,call. camino de los vinateros / call. corregidor diego de valderrabano,5,14,moratalaz,colision fronto-lateral,despejado,turismo,conductor,25-29,M,,,444161,4473548,N,
2025S000065,2025-01-01T00:00:00Z,07:30,call. camino de los vinateros / call. corregidor diego de valderrabano,5,14,moratalaz,colision fronto-lateral,despejado,turismo,conductor,45-49,H,,,444161,4473548,N,
2025S000069,2025-01-01T00:00:00Z,07:50,call. miguel palacios / avda. peña prieta,4,13,puente de vallecas,choque contra obstaculo fijo,despejado,motocicleta hasta 125cc,conductor,desconocido,Desconocido,,,443545,4472565,N,
2025S000069,2025-01-01T00:00:00Z,07:50,call. miguel palacios / avda. peña prieta,4,13,puente de vallecas,choque contra obstaculo fijo,despejado,turismo,conductor,desconocido,Desconocido,,,443545,4472565,N,
2025S000070,2025-01-01T00:00:00Z,08:05,avda. albufera / call. cantalapiedra,140,13,puente de vallecas,alcance,despejado,furgoneta,conductor,55-59,M,,,444319,4471444,N,
2025S000070,2025-01-01T00:00:00Z,08:05,avda. albufera / call. cantalapiedra,140,13,puente de vallecas,alcance,despejado,turismo,conductor,desconocido,Desconocido,,,444319,4471444,N,
2025S000072,2025-01-01T00:00:00Z,07:30,"call. embalse de navacerrada, 35",35,18,villa de vallecas,alcance,despejado,turismo,conductor,21-24,H,,,449221,4467966,N,
2025S000072,2025-01-01T00:00:00Z,07:30,"call. embalse de navacerrada, 35",35,18,villa de vallecas,alcance,despejado,turismo,conductor,desconocido,Desconocido,,,449221,4467966,N,
2025S000074,2025-01-01T00:00:00Z,10:00,"call. mateo inurria, 13",13,5,chamartin,otro,despejado,turismo,conductor,50-54,H,,,441824,4479788,N,
2025S000076,2025-01-01T00:00:00Z,08:00,"call. misterios, 8",8,15,ciudad lineal,colision fronto-lateral,despejado,turismo,conductor,45-49,H,14,sin asistencia sanitaria,445740,4476666,S,
2025S000076,2025-01-01T00:00:00Z,08:00,"call. misterios, 8",8,15,ciudad lineal,colision fronto-lateral,despejado,turismo,conductor,desconocido,Desconocido,,,445740,4476666,N,
2025S000079,2025-01-01T00:00:00Z,09:20,"call. luis martinez feduchi, 66",66,16,hortaleza,choque contra obstaculo fijo,,turismo,conductor,21-24,H,14,sin asistencia sanitaria,445608,4483449,N,
2025S000081,2025-01-01T00:00:00Z,12:00,"call. justa garcia, 3",3,12,usera,colision lateral,,turismo,conductor,desconocido,Desconocido,,,439770,4470485,,
2025S000081,2025-01-01T00:00:00Z,12:00,"call. justa garcia, 3",3,12,usera,colision lateral,,turismo,conductor,desconocido,Desconocido,,,439770,4470485,N,
2025S000082,2025-01-01T00:00:00Z,12:30,avda. niceto alcala zamora / call. julio casares,3,16,hortaleza,choque contra obstaculo fijo,despejado,turismo,conductor,desconocido,Desconocido,,,445225,4482368,N,
2025S000085,2025-01-01T00:00:00Z,14:40,call. santuario / call. cristo de lepanto,64,12,usera,alcance,despejado,motocicleta hasta 125cc,conductor,30-34,M,3,ingreso superior a 24 horas,440626,4470360,N,
2025S000085,2025-01-01T00:00:00Z,14:40,call. santuario / call. cristo de lepanto,64,12,usera,alcance,despejado,turismo,conductor,35-39,H,14,sin asistencia sanitaria,440626,4470360,N,
2025S000085,2025-01-01T00:00:00Z,14:40,call. santuario / call. cristo de lepanto,64,12,usera,alcance,despejado,turismo,conductor,desconocido,Desconocido,,,440626,4470360,N,
2025S000085,2025-01-01T00:00:00Z,14:40,call. santuario / call. cristo de lepanto,64,12,usera,alcance,despejado,turismo,pasajero,21-24,H,14,sin asistencia sanitaria,440626,4470360,N,
2025S000086,2025-01-01T00:00:00Z,14:50,"plaza. alsacia, 1",1,20,san blas-canillejas,choque contra obstaculo fijo,despejado,turismo,conductor,50-54,H,14,sin asistencia sanitaria,447046,4474268,N,1
2025S000087,2025-01-01T00:00:00Z,15:00,gta. oswaldo paya sardiñas / call. las pedroñeras,0,16,hortaleza,colision fronto-lateral,despejado,turismo,conductor,18-20,H,,,446111,4479587,N,
2025S000087,2025-01-01T00:00:00Z,15:00,gta. oswaldo paya sardiñas / call. las pedroñeras,0,16,hortaleza,colision fronto-lateral,despejado,turismo,conductor,45-49,H,14,sin asistencia sanitaria,446111,4479587,N,
2025S000087,2025-01-01T00:00:00Z,15:00,gta. oswaldo paya sardiñas / call. las pedroñeras,0,16,hortaleza,colision fronto-lateral,despejado,turismo,pasajero,10-14,M,,,446111,4479587,N,
2025S000087,2025-01-01T00:00:00Z,15:00,gta. oswaldo paya sardiñas / call. las pedroñeras,0,16,hortaleza,colision fronto-lateral,despejado,turismo,pasajero,50-54,H,,,446111,4479587,N,
2025S000088,2025-01-01T00:00:00Z,17:10,call. oca / call. general ricardos,2,11,carabanchel,otro,despejado,bicicleta,conductor,35-39,H,7,asistencia sanitaria sólo en el lugar del accidente,437920,4471163,N,
2025S000088,2025-01-01T00:00:00Z,17:10,call. oca / call. general ricardos,2,11,carabanchel,otro,despejado,turismo,conductor,45-49,H,14,sin asistencia sanitaria,437920,4471163,N,
2025S000089,2025-01-01T00:00:00Z,17:15,"call. doctor castelo, 49",49,3,retiro,colision lateral,,turismo,conductor,40-44,M,,,443056,4474604,N,
2025S000089,2025-01-01T00:00:00Z,17:15,"call. doctor castelo, 49",49,3,retiro,colision lateral,,turismo,conductor,45-49,M,,,443056,4474604,N,
2025S000095,2025-01-01T00:00:00Z,19:50,"call. isabelita usera, 26",26,12,usera,alcance,despejado,turismo,conductor,35-39,M,14,sin asistencia sanitaria,439909,4470633,N,
2025S000095,2025-01-01T00:00:00Z,19:50,"call. isabelita usera, 26",26,12,usera,alcance,despejado,turismo,conductor,40-44,M,14,sin asistencia sanitaria,439909,4470633,N,
2025S000097,2025-01-01T00:00:00Z,19:45,call. generosidad / call. villafuerte,22,17,villaverde,caida,despejado,bicicleta,conductor,30-34,H,7,asistencia sanitaria sólo en el lugar del accidente,441441,4467570,N,
2025S000099,2025-01-01T00:00:00Z,18:52,"call. cardenal siliceo, 21",21,5,chamartin,choque contra obstaculo fijo,despejado,turismo,conductor,desconocido,Desconocido,,,443148,4477296,N,
2025S000100,2025-01-01T00:00:00Z,14:30,call. francisco villaespesa / call. lago constanza,69,15,ciudad lineal,colision lateral,despejado,turismo,conductor,55-59,H,14,sin asistencia sanitaria,445215,4475591,N,
2025S000100,2025-01-01T00:00:00Z,14:30,call. francisco villaespesa / call. lago constanza,69,15,ciudad lineal,colision lateral,despejado,turismo,conductor,55-59,M,14,sin asistencia sanitaria,445215,4475591,N,
2025S000100,2025-01-01T00:00:00Z,14:30,call. francisco villaespesa / call. lago constanza,69,15,ciudad lineal,colision lateral,despejado,turismo,pasajero,25-29,M,14,sin asistencia sanitaria,445215,4475591,N,
2025S000100,2025-01-01T00:00:00Z,14:30,call. francisco villaespesa / call. lago constanza,69,15,ciudad lineal,colision lateral,despejado,turismo,pasajero,60-64,H,14,sin asistencia sanitaria,445215,4475591,N,
2025S000100,2025-01-01T00:00:00Z,14:30,call. francisco villaespesa / call. lago constanza,69,15,ciudad lineal,colision lateral,despejado,turismo,pasajero,más74,M,14,sin asistencia sanitaria,445215,4475591,N,
2025S000101,2025-01-01T00:00:00Z,19:35,call. valle de mena / call. candido mateos,2,8,fuencarral-el pardo,colision lateral,despejado,turismo,conductor,21-24,H,,,439059,4480288,N,
2025S000101,2025-01-01T00:00:00Z,19:35,call. valle de mena / call. candido mateos,2,8,fuencarral-el pardo,colision lateral,despejado,turismo,conductor,40-44,H,,,439059,4480288,N,
2025S000101,2025-01-01T00:00:00Z,19:35,call. valle de mena / call. candido mateos,2,8,fuencarral-el pardo,colision lateral,despejado,turismo,pasajero,35-39,M,,,439059,4480288,N,
2025S000101,2025-01-01T00:00:00Z,19:35,call. valle de mena / call. candido mateos,2,8,fuencarral-el pardo,colision lateral,despejado,turismo,pasajero,menor5,M,,,439059,4480288,N,
2025S000102,2025-01-01T00:00:00Z,19:50,call. samaniego / call. arrastaria,3,20,san blas-canillejas,colision fronto-lateral,despejado,motocicleta > 125cc,conductor,30-34,H,7,asistencia sanitaria sólo en el lugar del accidente,450387,4477438,N,
2025S000102,2025-01-01T00:00:00Z,19:50,call. samaniego / call. arrastaria,3,20,san blas-canillejas,colision fronto-lateral,despejado,turismo,conductor,55-59,H,14,sin asistencia sanitaria,450387,4477438,N,
2025S000102,2025-01-01T00:00:00Z,19:50,call. samaniego / call. arrastaria,3,20,san blas-canillejas,colision fronto-lateral,despejado,turismo,pasajero,15-17,M,14,sin asistencia sanitaria,450387,4477438,N,
2025S000102,2025-01-01T00:00:00Z,19:50,call. samaniego / call. arrastaria,3,20,san blas-canillejas,colision fronto-lateral,despejado,turismo,pasajero,50-54,M,14,sin asistencia sanitaria,450387,4477438,N,
2025S000103,2025-01-01T00:00:00Z,20:20,call. puerto alto / call. sierra del castillo,35,13,puente de vallecas,choque contra obstaculo fijo,despejado,turismo,conductor,60-64,H,,,443283,4471608,N,
2025S000103,2025-01-01T00:00:00Z,20:20,call. puerto alto / call. sierra del castillo,35,13,puente de vallecas,choque contra obstaculo fijo,despejado,turismo,conductor,desconocido,Desconocido,,,443283,4471608,N,
2025S000104,2025-01-01T00:00:00Z,20:00,avda. canillejas a vicalvaro / call. albaida,69,20,san blas-canillejas,colision fronto-lateral,despejado,todo terreno,conductor,40-44,H,14,sin asistencia sanitaria,448086,4476110,N,
2025S000104,2025-01-01T00:00:00Z,20:00,avda. canillejas a vicalvaro / call. albaida,69,20,san blas-canillejas,colision fronto-lateral,despejado,todo terreno,pasajero,35-39,M,14,sin asistencia sanitaria,448086,4476110,N,
2025S000104,2025-01-01T00:00:00Z,20:00,avda. canillejas a vicalvaro / call. albaida,69,20,san blas-canillejas,colision fronto-lateral,despejado,turismo,conductor,55-59,M,14,sin asistencia sanitaria,448086,4476110,N,
2025S000104,2025-01-01T00:00:00Z,20:00,avda. canillejas a vicalvaro / call. albaida,69,20,san blas-canillejas,colision fronto-lateral,despejado,turismo,pasajero,más74,M,1,atención en urgencias sin posterior ingreso,448086,4476110,N,
2025S000105,2025-01-01T00:00:00Z,20:11,"call. paul guinard, 3",3,9,moncloa-aravaca,choque contra obstaculo fijo,despejado,turismo,conductor,45-49,M,14,sin asistencia sanitaria,438089,4477031,N,
2025S000105,2025-01-01T00:00:00Z,20:11,"call. paul guinard, 3",3,9,moncloa-aravaca,choque contra obstaculo fijo,despejado,turismo,pasajero,más74,M,7,asistencia sanitaria sólo en el lugar del accidente,438089,4477031,N,
2025S000106,2025-01-01T00:00:00Z,20:50,"avda. valladolid, 7",7,9,moncloa-aravaca,alcance,despejado,turismo,conductor,45-49,M,14,sin asistencia sanitaria,438329,4475310,N,
2025S000106,2025-01-01T00:00:00Z,20:50,"avda. valladolid, 7",7,9,moncloa-aravaca,alcance,despejado,turismo,conductor,60-64,H,14,sin asistencia sanitaria,438329,4475310,N,
2025S000106,2025-01-01T00:00:00Z,20:50,"avda. valladolid, 7",7,9,moncloa-aravaca,alcance,despejado,turismo,pasajero,10-14,M,14,sin asistencia sanitaria,438329,4475310,N,
2025S000106,2025-01-01T00:00:00Z,20:50,"avda. valladolid, 7",7,9,moncloa-aravaca,alcance,despejado,turismo,pasajero,15-17,M,14,sin asistencia sanitaria,438329,4475310,N,
2025S000106,2025-01-01T00:00:00Z,20:50,"avda. valladolid, 7",7,9,moncloa-aravaca,alcance,despejado,turismo,pasajero,65-69,H,14,sin asistencia sanitaria,438329,4475310,N,
2025S000107,2025-01-01T00:00:00Z,20:15,avda. marques de corbera / call. alcalde sainz de baranda,1,15,ciudad lineal,alcance,despejado,turismo,conductor,60-64,H,14,sin asistencia sanitaria,444063,4474740,N,
2025S000107,2025-01-01T00:00:00Z,20:15,avda. marques de corbera / call. alcalde sainz de baranda,1,15,ciudad lineal,alcance,despejado,vmu electrico,conductor,45-49,H,6,asistencia sanitaria inmediata en centro de salud o mutua,444063,4474740,N,
2025S000108,2025-01-01T00:00:00Z,21:45,"ronda. valencia, 4",4,1,centro,colision fronto-lateral,,autobus,conductor,30-34,H,14,sin asistencia sanitaria,440600,4473022,N,
2025S000108,2025-01-01T00:00:00Z,21:45,"ronda. valencia, 4",4,1,centro,colision fronto-lateral,,turismo,conductor,45-49,H,14,sin asistencia sanitaria,440600,4473022,N,
2025S000109,2025-01-01T00:00:00Z,20:30,call. ponzano / call. rios rosas,65,7,chamberi,alcance,,turismo,conductor,40-44,H,,,440717,4477078,N,
2025S000109,2025-01-01T00:00:00Z,20:30,call. ponzano / call. rios rosas,65,7,chamberi,alcance,,turismo,conductor,50-54,H,,,440717,4477078,S,
2025S000109,2025-01-01T00:00:00Z,20:30,call. ponzano / call. rios rosas,65,7,chamberi,alcance,,turismo,pasajero,30-34,M,,,440717,4477078,N,
2025S000110,2025-01-01T00:00:00Z,22:08,call. mendez alvaro / avda. entrevias,84,13,puente de vallecas,colision fronto-lateral,despejado,motocicleta hasta 125cc,conductor,50-54,H,1,atención en urgencias sin posterior ingreso,442678,4471458,N,
2025S000110,2025-01-01T00:00:00Z,22:08,call. mendez alvaro / avda. entrevias,84,13,puente de vallecas,colision fronto-lateral,despejado,turismo,conductor,25-29,H,14,sin asistencia sanitaria,442678,4471458,N,
2025S000111,2025-01-01T00:00:00Z,23:20,autov. m-23 / autov. m-40,0,14,moratalaz,choque contra obstaculo fijo,despejado,turismo,conductor,45-49,H,,,447727,4474083,N,
2025S000112,2025-01-01T00:00:00Z,23:39,call. pintor el greco / call. martin fierro,1,9,moncloa-aravaca,caida,despejado,ciclomotor,conductor,18-20,H,1,atención en urgencias sin posterior ingreso,437840,4476711,N,
2025S000115,2025-01-01T00:00:00Z,23:35,"call. alejandro moran, 5",5,11,carabanchel,choque contra obstaculo fijo,despejado,turismo,conductor,desconocido,Desconocido,,,437769,4470951,N,
2025S000207,2025-01-01T00:00:00Z,13:20,call. serrallo / call. berruguete,1,6,tetuan,choque contra obstaculo fijo,despejado,turismo,conductor,50-54,H,14,sin asistencia sanitaria,440227,4479010,N,
2025S000216,2025-01-01T00:00:00Z,12:30,call. ayerbe / call. parroco maximo martinez de castro,2,21,barajas,colision fronto-lateral,despejado,turismo,conductor,55-59,H,,,450832,4479940,N,
2025S000161,2025-02-01T00:00:00Z,04:55,call. martinez villergas / call. verdaguer y garcia,18,15,ciudad lineal,choque contra obstaculo fijo,despejado,turismo,conductor,desconocido,Desconocido,,,444585,4476880,N,
2025S000164,2025-02-01T00:00:00Z,06:45,call. san jaime / call. sierra de guadalupe,66,18,villa de vallecas,caida,despejado,motocicleta hasta 125cc,conductor,40-44,H,7,asistencia sanitaria sólo en el lugar del accidente,447014,4470279,N,
2025S000165,2025-02-01T00:00:00Z,07:16,avda. menendez pelayo / avda. nazaret,67,3,retiro,caida,despejado,motocicleta > 125cc,conductor,45-49,H,2,ingreso inferior o igual a 24 horas,442629,4473641,N,
2025S000197,2025-02-01T00:00:00Z,07:40,"autov. a-4, +00600e",+00600E,13,puente de vallecas,colision fronto-lateral,despejado,furgoneta,conductor,25-29,H,,,441964,4469781,N,
2025S000197,2025-02-01T00:00:00Z,07:40,"autov. a-4, +00600e",+00600E,13,puente de vallecas,colision fronto-lateral,despejado,turismo,conductor,40-44,H,,,441964,4469781,N,
2025S000197,2025-02-01T00:00:00Z,07:40,"autov. a-4, +00600e",+00600E,13,puente de vallecas,colision fronto-lateral,despejado,turismo,conductor,65-69,H,,,441964,4469781,N,
2025S000202,2025-02-01T00:00:00Z,09:30,avda. albufera / call. sierra de javalambre,11,13,puente de vallecas,alcance,despejado,bicicleta,conductor,40-44,H,7,asistencia sanitaria sólo en el lugar del accidente,443329,4472101,N,
2025S000202,2025-02-01T00:00:00Z,09:30,avda. albufera / call. sierra de javalambre,11,13,puente de vallecas,alcance,despejado,turismo,conductor,40-44,H,14,sin asistencia sanitaria,443329,4472101,S,
2025S000202,2025-02-01T00:00:00Z,09:30,avda. albufera / call. sierra de javalambre,11,13,puente de vallecas,alcance,despejado,turismo,pasajero,25-29,M,14,sin asistencia sanitaria,443329,4472101,N,
2025S000202,2025-02-01T00:00:00Z,09:30,avda. albufera / call. sierra de javalambre,11,13,puente de vallecas,alcance,despejado,turismo,pasajero,30-34,H,14,sin asistencia sanitaria,443329,4472101,N,
2025S000203,2025-02-01T00:00:00Z,11:30,call. edgar neville / call. basilica,23,6,tetuan,colision lateral,despejado,furgoneta,conductor,35-39,H,14,sin asistencia sanitaria,440911,4477860,N,
2025S000203,2025-02-01T00:00:00Z,11:30,call. edgar neville / call. basilica,23,6,tetuan,colision lateral,despejado,turismo,conductor,25-29,H,14,sin asistencia sanitaria,440911,4477860,N,
2025S000206,2025-02-01T00:00:00Z,10:35,avda. ciudad de barcelona / call. doctor esquerdo,190,3,retiro,choque contra obstaculo fijo,despejado,turismo,conductor,50-54,M,7,asistencia sanitaria sólo en el lugar del accidente,442746,4472502,N,
2025S000208,2025-02-01T00:00:00Z,11:16,call. guetaria / call. alzola,90,12,usera,choque contra obstaculo fijo,despejado,maquinaria de obras,conductor,50-54,H,,,439239,4468858,N,
2025S000209,2025-02-01T00:00:00Z,11:10,"call. gonzalo lopez, 3",3,11,carabanchel,colision lateral,,turismo,conductor,60-64,H,,,438048,4470874,N,
2025S000209,2025-02-01T00:00:00Z,11:10,"call. gonzalo lopez, 3",3,11,carabanchel,colision lateral,,turismo,conductor,70-74,H,,,438048,4470874,N,
2025S000210,2025-02-01T00:00:00Z,09:50,"paseo. prado, 8",8,1,centro,colision lateral,despejado,motocicleta > 125cc,conductor,50-54,H,14,sin asistencia sanitaria,441071,4474150,N,
2025S000210,2025-02-01T00:00:00Z,09:50,"paseo. prado, 8",8,1,centro,colision lateral,despejado,motocicleta > 125cc,pasajero,15-17,M,6,asistencia sanitaria inmediata en centro de salud o mutua,441071,4474150,N,
2025S000210,2025-02-01T00:00:00Z,09:50,"paseo. prado, 8",8,1,centro,colision lateral,despejado,turismo,conductor,50-54,M,14,sin asistencia sanitaria,441071,4474150,N,
2025S000215,2025-02-01T00:00:00Z,11:05,call. mendez alvaro / call. retama,88,13,puente de vallecas,alcance,despejado,furgoneta,conductor,60-64,H,14,sin asistencia sanitaria,442543,4471570,N,
2025S000215,2025-02-01T00:00:00Z,11:05,call. mendez alvaro / call. retama,88,13,puente de vallecas,alcance,despejado,turismo,conductor,35-39,M,7,asistencia sanitaria sólo en el lugar del accidente,442543,4471570,N,
2025S000217,2025-02-01T00:00:00Z,12:25,paseo. la habana / call. infanta maria teresa,72,5,chamartin,colision fronto-lateral,despejado,motocicleta hasta 125cc,conductor,25-29,H,7,asistencia sanitaria sólo en el lugar del accidente,442038,4478402,N,
2025S000217,2025-02-01T00:00:00Z,12:25,paseo. la habana / call. infanta maria teresa,72,5,chamartin,colision fronto-lateral,despejado,turismo,conductor,50-54,H,14,sin asistencia sanitaria,442038,4478402,N,
2025S000218,2025-02-01T00:00:00Z,11:45,"call. argensola, 11",11,1,centro,colision lateral,despejado,turismo,conductor,45-49,H,14,sin asistencia sanitaria,441061,4475212,N,
2025S000218,2025-02-01T00:00:00Z,11:45,"call. argensola, 11",11,1,centro,colision lateral,despejado,turismo,conductor,60-64,H,14,sin asistencia sanitaria,441061,4475212,N,
2025S000229,2025-02-01T00:00:00Z,11:46,"call. colegiata, 17",17,1,centro,colision lateral,,motocicleta > 125cc,conductor,35-39,H,,,440018,4473856,N,
2025S000229,2025-02-01T00:00:00Z,11:46,"call. colegiata, 17",17,1,centro,colision lateral,,turismo,conductor,50-54,H,,,440018,4473856,N,
2025S000230,2025-02-01T00:00:00Z,12:55,"call. alto del retiro, 33",33,18,villa de vallecas,colision fronto-lateral,despejado,turismo,conductor,35-39,M,,,449129,4468952,N,
2025S000230,2025-02-01T00:00:00Z,12:55,"call. alto del retiro, 33",33,18,villa de vallecas,colision fronto-lateral,despejado,turismo,conductor,55-59,M,,,449129,4468952,N,
2025S000233,2025-02-01T00:00:00Z,12:40,plaza del carmen 2,2,1,centro,choque contra obstaculo fijo,despejado,turismo,conductor,55-59,H,,,440326,4474488,N,
2025S000234,2025-02-01T00:00:00Z,14:10,gta. yucatan / call. peonias,1,16,hortaleza,colision fronto-lateral,despejado,turismo,conductor,55-59,H,14,sin asistencia sanitaria,446875,4478031,N,
2025S000234,2025-02-01T00:00:00Z,14:10,gta. yucatan / call. peonias,1,16,hortaleza,colision fronto-lateral,despejado,turismo,conductor,55-59,M,1,atención en urgencias sin posterior ingreso,446875,4478031,N,
2025S000236,2025-02-01T00:00:00Z,12:25,avda. la gavia / call. la adrada,35A,18,villa de vallecas,colision fronto-lateral,despejado,turismo,conductor,21-24,H,7,asistencia sanitaria sólo en el lugar del accidente,447974,4469184,N,
2025S000236,2025-02-01T00:00:00Z,12:25,avda. la gavia / call. la adrada,35A,18,villa de vallecas,colision fronto-lateral,despejado,turismo,conductor,45-49,H,14,sin asistencia sanitaria,447974,4469184,N,
2025S000237,2025-02-01T00:00:00Z,15:25,"avda. ciudad de barcelona, 182",182,3,retiro,alcance,,motocicleta hasta 125cc,conductor,50-54,H,14,sin asistencia sanitaria,442702,4472531,N,
2025S000237,2025-02-01T00:00:00Z,15:25,"avda. ciudad de barcelona, 182",182,3,retiro,alcance,,turismo,conductor,50-54,H,14,sin asistencia sanitaria,442702,4472531,N,
2025S000237,2025-02-01T00:00:00Z,15:25,"avda. ciudad de barcelona, 182",182,3,retiro,alcance,,turismo,conductor,60-64,H,14,sin asistencia sanitaria,442702,4472531,N,
2025S000237,2025-02-01T00:00:00Z,15:25,"avda. ciudad de barcelona, 182",182,3,retiro,alcance,,turismo,pasajero,60-64,M,,,442702,4472531,N,
2025S000238,2025-02-01T00:00:00Z,14:20,"call. doctor esquerdo, 47",47,4,salamanca,colision lateral,despejado,motocicleta hasta 125cc,conductor,25-29,H,2,ingreso inferior o igual a 24 horas,443272,4474941,N,
2025S000238,2025-02-01T00:00:00Z,14:20,"call. doctor esquerdo, 47",47,4,salamanca,colision lateral,despejado,turismo,conductor,25-29,H,14,sin asistencia sanitaria,443272,4474941,N,
2025S000247,2025-02-01T00:00:00Z,15:45,call. emilio muñoz / call. rufino gonzalez,53,20,san blas-canillejas,colision fronto-lateral,despejado,furgoneta,conductor,30-34,H,14,sin asistencia sanitaria,447035,4476076,N,
2025S000247,2025-02-01T00:00:00Z,15:45,call. emilio muñoz / call. rufino gonzalez,53,20,san blas-canillejas,colision fronto-lateral,despejado,furgoneta,pasajero,50-54,H,14,sin asistencia sanitaria,447035,4476076,N,
2025S000247,2025-02-01T00:00:00Z,15:45,call. emilio muñoz / call. rufino gonzalez,53,20,san blas-canillejas,colision fronto-lateral,despejado,turismo,conductor,50-54,H,7,asistencia sanitaria sólo en el lugar del accidente,447035,4476076,N,
2025S000252,2025-02-01T00:00:00Z,15:55,"call. nuestra señora de valverde, 191",191,8,fuencarral-el pardo,choque contra obstaculo fijo,,turismo,conductor,30-34,H,,,441868,4483995,N,
2025S000252,2025-02-01T00:00:00Z,15:55,"call. nuestra señora de valverde, 191",191,8,fuencarral-el pardo,choque contra obstaculo fijo,,turismo,conductor,desconocido,Desconocido,,,441868,4483995,N,
2025S000276,2025-02-01T00:00:00Z,18:43,"call. jose del pino, 82",82,17,villaverde,colision lateral,,furgoneta,conductor,25-29,H,,,441702,4466966,N,
2025S000276,2025-02-01T00:00:00Z,18:43,"call. jose del pino, 82",82,17,villaverde,colision lateral,,motocicleta > 125cc,conductor,40-44,H,,,441702,4466966,N,
2025S000277,2025-02-01T00:00:00Z,15:50,call. alcala / call. valentin beato,502,20,san blas-canillejas,colision lateral,despejado,turismo,conductor,45-49,H,,,446711,4476837,N,
2025S000277,2025-02-01T00:00:00Z,15:50,call. alcala / call. valentin beato,502,20,san blas-canillejas,colision lateral,despejado,turismo,conductor,más74,H,,,446711,4476837,N,
2025S000277,2025-02-01T00:00:00Z,15:50,call. alcala / call. valentin beato,502,20,san blas-canillejas,colision lateral,despejado,turismo,pasajero,70-74,M,,,446711,4476837,N,
2025S000278,2025-02-01T00:00:00Z,15:45,"autov. m-30, 11nl91",11NL91,2,arganzuela,alcance,despejado,furgoneta,conductor,40-44,H,,,442073,4470736,N,
2025S000278,2025-02-01T00:00:00Z,15:45,"autov. m-30, 11nl91",11NL91,2,arganzuela,alcance,despejado,turismo,conductor,55-59,M,,,442073,4470736,N,
2025S000279,2025-02-01T00:00:00Z,19:12,"call. luis de hoyos sainz, 18",18,14,moratalaz,atropello a persona,despejado,turismo,conductor,65-69,M,14,sin asistencia sanitaria,445816,4472952,N,
