num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga
2025S024839,2025-03-03T00:00:00Z,19:35,"call. gutierrez canales, 38",38,20,san blas-canillejas,colision multiple,lluvia debil,turismo,conductor,desconocido,Desconocido,,,447798,4477808,N,
2025S024840,2025-03-03T00:00:00Z,17:45,call. via carpetana / call. magallon,232,10,latina,colision fronto-lateral,lluvia debil,turismo,conductor,35-39,H,14,sin asistencia sanitaria,437271,4471793,N,
2025S024840,2025-03-03T00:00:00Z,17:45,call. via carpetana / call. magallon,232,10,latina,colision fronto-lateral,lluvia debil,turismo,conductor,45-49,H,14,sin asistencia sanitaria,437271,4471793,N,
2025S024840,2025-03-03T00:00:00Z,17:45,call. via carpetana / call. magallon,232,10,latina,colision fronto-lateral,lluvia debil,turismo,pasajero,menor5,H,14,sin asistencia sanitaria,437271,4471793,N,
2025S024840,2025-03-03T00:00:00Z,17:45,call. via carpetana / call. magallon,232,10,latina,colision fronto-lateral,lluvia debil,turismo,pasajero,menor5,M,14,sin asistencia sanitaria,437271,4471793,N,
2025S024840,2025-03-03T00:00:00Z,17:45,call. via carpetana / call. magallon,232,10,latina,colision fronto-lateral,lluvia debil,turismo,peaton,60-64,M,1,atención en urgencias sin posterior ingreso,437271,4471793,N,
2025S024870,2025-03-03T00:00:00Z,20:35,avda. monforte de lemos / cmno. ganapanes,177,8,fuencarral-el pardo,atropello a persona,lluvia intensa,turismo,conductor,70-74,M,14,sin asistencia sanitaria,439302,4480943,N,
2025S024870,2025-03-03T00:00:00Z,20:35,avda. monforte de lemos / cmno. ganapanes,177,8,fuencarral-el pardo,atropello a persona,lluvia intensa,turismo,peaton,25-29,H,14,sin asistencia sanitaria,439302,4480943,N,
2025S024870,2025-03-03T00:00:00Z,20:35,avda. monforte de lemos / cmno. ganapanes,177,8,fuencarral-el pardo,atropello a persona,lluvia intensa,turismo,peaton,65-69,H,2,ingreso inferior o igual a 24 horas,439302,4480943,N,
2025S024871,2025-03-03T00:00:00Z,20:40,"call. ibiza, 5",5,3,retiro,atropello a persona,lluvia debil,turismo,conductor,más74,H,14,sin asistencia sanitaria,442487,4474423,N,
2025S024871,2025-03-03T00:00:00Z,20:40,"call. ibiza, 5",5,3,retiro,atropello a persona,lluvia debil,turismo,peaton,30-34,M,1,atención en urgencias sin posterior ingreso,442487,4474423,N,
2025S024872,2025-03-03T00:00:00Z,20:50,call. alberto aguilera / call. guzman el bueno,58,7,chamberi,colision fronto-lateral,lluvia debil,motocicleta > 125cc,conductor,55-59,H,14,sin asistencia sanitaria,439480,4475779,N,
2025S024872,2025-03-03T00:00:00Z,20:50,call. alberto aguilera / call. guzman el bueno,58,7,chamberi,colision fronto-lateral,lluvia debil,turismo,conductor,50-54,H,14,sin asistencia sanitaria,439480,4475779,N,
2025S024877,2025-03-03T00:00:00Z,21:20,paseo. olmos / call. san isidoro de sevilla,20,2,arganzuela,atropello a persona,lluvia debil,turismo,conductor,60-64,M,14,sin asistencia sanitaria,439682,4472860,N,
2025S024877,2025-03-03T00:00:00Z,21:20,paseo. olmos / call. san isidoro de sevilla,20,2,arganzuela,atropello a persona,lluvia debil,turismo,peaton,25-29,H,7,asistencia sanitaria sólo en el lugar del accidente,439682,4472860,N,
2025S024878,2025-03-03T00:00:00Z,21:55,avda. ciudad de barcelona / call. cafeto,202,3,retiro,choque contra obstaculo fijo,lluvia debil,turismo,conductor,35-39,H,,,442899,4472397,N,
2025S024882,2025-03-03T00:00:00Z,21:20,paseo. extremadura / pta. angel,32,10,latina,colision lateral,,bicicleta,conductor,30-34,H,14,sin asistencia sanitaria,438208,4473932,N,
2025S024882,2025-03-03T00:00:00Z,21:20,paseo. extremadura / pta. angel,32,10,latina,colision lateral,,turismo,conductor,60-64,H,14,sin asistencia sanitaria,438208,4473932,N,
2025S024883,2025-03-03T00:00:00Z,20:45,"autov. m-30, 12nl50",12NL50,2,arganzuela,solo salida de la via,lluvia debil,turismo,conductor,25-29,H,,,441693,4470552,N,
2025S024884,2025-03-03T00:00:00Z,20:50,inter. aeropuerto t-4 / inter. aeropuerto t-4,0,21,barajas,vuelco,lluvia debil,turismo,conductor,30-34,M,2,ingreso inferior o igual a 24 horas,449180,4481931,N,
2025S024885,2025-03-03T00:00:00Z,22:45,gta. emilio castelar / paseo. general martinez campos,0,4,salamanca,colision fronto-lateral,,turismo,conductor,21-24,H,,,441555,4476283,N,
2025S024885,2025-03-03T00:00:00Z,22:45,gta. emilio castelar / paseo. general martinez campos,0,4,salamanca,colision fronto-lateral,,turismo,conductor,25-29,M,,,441555,4476283,N,
2025S024885,2025-03-03T00:00:00Z,22:45,gta. emilio castelar / paseo. general martinez campos,0,4,salamanca,colision fronto-lateral,,turismo,pasajero,21-24,M,,,441555,4476283,N,
2025S024885,2025-03-03T00:00:00Z,22:45,gta. emilio castelar / paseo. general martinez campos,0,4,salamanca,colision fronto-lateral,,turismo,pasajero,30-34,H,,,441555,4476283,N,
2025S024886,2025-03-03T00:00:00Z,22:20,call. cerro minguete / call. senda del infante,7A,8,fuencarral-el pardo,choque contra obstaculo fijo,lluvia debil,turismo,conductor,25-29,H,14,sin asistencia sanitaria,439076,4482034,S,
2025S024886,2025-03-03T00:00:00Z,22:20,call. cerro minguete / call. senda del infante,7A,8,fuencarral-el pardo,choque contra obstaculo fijo,lluvia debil,turismo,pasajero,18-20,H,,,439076,4482034,N,
2025S024887,2025-03-03T00:00:00Z,22:40,avda. san diego / call. manuel maroto,29,13,puente de vallecas,colision fronto-lateral,lluvia debil,turismo,conductor,40-44,H,14,sin asistencia sanitaria,443181,4471021,N,
2025S024887,2025-03-03T00:00:00Z,22:40,avda. san diego / call. manuel maroto,29,13,puente de vallecas,colision fronto-lateral,lluvia debil,turismo,conductor,desconocido,Desconocido,,,443181,4471021,N,
2025S024887,2025-03-03T00:00:00Z,22:40,avda. san diego / call. manuel maroto,29,13,puente de vallecas,colision fronto-lateral,lluvia debil,turismo,pasajero,15-17,M,7,asistencia sanitaria sólo en el lugar del accidente,443181,4471021,N,
2025S024887,2025-03-03T00:00:00Z,22:40,avda. san diego / call. manuel maroto,29,13,puente de vallecas,colision fronto-lateral,lluvia debil,turismo,pasajero,18-20,M,7,asistencia sanitaria sólo en el lugar del accidente,443181,4471021,N,
2025S024887,2025-03-03T00:00:00Z,22:40,avda. san diego / call. manuel maroto,29,13,puente de vallecas,colision fronto-lateral,lluvia debil,turismo,pasajero,35-39,M,7,asistencia sanitaria sólo en el lugar del accidente,443181,4471021,N,
2025S024887,2025-03-03T00:00:00Z,22:40,avda. san diego / call. manuel maroto,29,13,puente de vallecas,colision fronto-lateral,lluvia debil,turismo,pasajero,50-54,M,7,asistencia sanitaria sólo en el lugar del accidente,443181,4471021,N,
2025S024888,2025-03-03T00:00:00Z,23:10,call. ribera de curtidores / ronda. toledo,26,1,centro,colision fronto-lateral,lluvia intensa,motocicleta hasta 125cc,conductor,35-39,H,7,asistencia sanitaria sólo en el lugar del accidente,439992,4473033,N,
2025S024888,2025-03-03T00:00:00Z,23:10,call. ribera de curtidores / ronda. toledo,26,1,centro,colision fronto-lateral,lluvia intensa,turismo,conductor,50-54,H,14,sin asistencia sanitaria,439992,4473033,N,
2025S024889,2025-03-03T00:00:00Z,23:25,"avda. rafaela ybarra, 137",137,17,villaverde,colision fronto-lateral,lluvia debil,bicicleta epac (pedaleo asistido),conductor,45-49,H,2,ingreso inferior o igual a 24 horas,439417,4467539,N,
2025S024889,2025-03-03T00:00:00Z,23:25,"avda. rafaela ybarra, 137",137,17,villaverde,colision fronto-lateral,lluvia debil,turismo,conductor,30-34,H,14,sin asistencia sanitaria,439417,4467539,N,
2025S024890,2025-03-03T00:00:00Z,22:45,"call. agastia, 107",107,15,ciudad lineal,alcance,lluvia debil,turismo,conductor,18-20,H,14,sin asistencia sanitaria,444318,4478191,N,
2025S024890,2025-03-03T00:00:00Z,22:45,"call. agastia, 107",107,15,ciudad lineal,alcance,lluvia debil,turismo,conductor,50-54,H,6,asistencia sanitaria inmediata en centro de salud o mutua,444318,4478191,N,
2025S024890,2025-03-03T00:00:00Z,22:45,"call. agastia, 107",107,15,ciudad lineal,alcance,lluvia debil,turismo,pasajero,25-29,M,5,asistencia sanitaria ambulatoria con posterioridad,444318,4478191,N,
2025S024891,2025-03-03T00:00:00Z,22:45,call. santa leonor / call. emilio muñoz,65,20,san blas-canillejas,colision lateral,,turismo,conductor,55-59,M,,,446729,4475965,N,
2025S024891,2025-03-03T00:00:00Z,22:45,call. santa leonor / call. emilio muñoz,65,20,san blas-canillejas,colision lateral,,turismo,conductor,desconocido,Desconocido,,,446729,4475965,N,
2025S024892,2025-03-03T00:00:00Z,22:10,call. el toboso / call. matilde hernandez,89,11,carabanchel,colision fronto-lateral,lluvia debil,turismo,conductor,21-24,M,14,sin asistencia sanitaria,437778,4471635,N,
2025S024892,2025-03-03T00:00:00Z,22:10,call. el toboso / call. matilde hernandez,89,11,carabanchel,colision fronto-lateral,lluvia debil,turismo,conductor,30-34,H,14,sin asistencia sanitaria,437778,4471635,N,
2025S024912,2025-03-03T00:00:00Z,22:35,avda. gran via del sureste / call. alto del retiro,5,18,villa de vallecas,colision fronto-lateral,lluvia debil,turismo,conductor,21-24,H,,,450244,4468642,N,
2025S024912,2025-03-03T00:00:00Z,22:35,avda. gran via del sureste / call. alto del retiro,5,18,villa de vallecas,colision fronto-lateral,lluvia debil,turismo,pasajero,18-20,H,,,450244,4468642,N,
2025S025001,2025-03-03T00:00:00Z,12:45,"call. principal de provincias, 8",8,9,moncloa-aravaca,colision lateral,lluvia debil,furgoneta,conductor,desconocido,Desconocido,,,437781,4473989,N,
2025S025001,2025-03-03T00:00:00Z,12:45,"call. principal de provincias, 8",8,9,moncloa-aravaca,colision lateral,lluvia debil,turismo,conductor,desconocido,Desconocido,,,437781,4473989,N,
2025S025013,2025-03-03T00:00:00Z,14:10,"call. maria de molina, 2",2,4,salamanca,alcance,lluvia debil,turismo,conductor,30-34,H,14,sin asistencia sanitaria,442682,4476626,N,
2025S025013,2025-03-03T00:00:00Z,14:10,"call. maria de molina, 2",2,4,salamanca,alcance,lluvia debil,turismo,conductor,40-44,H,14,sin asistencia sanitaria,442682,4476626,N,
2025S025015,2025-03-03T00:00:00Z,13:20,avda. albufera / avda. campus sur,319,13,puente de vallecas,atropello a persona,nublado,todo terreno,conductor,50-54,H,14,sin asistencia sanitaria,446239,4470678,N,
2025S025015,2025-03-03T00:00:00Z,13:20,avda. albufera / avda. campus sur,319,13,puente de vallecas,atropello a persona,nublado,todo terreno,peaton,55-59,H,6,asistencia sanitaria inmediata en centro de salud o mutua,446239,4470678,N,
2025S025046,2025-03-03T00:00:00Z,12:50,"autov. m-30, 03tl09",03TL09,3,retiro,choque contra obstaculo fijo,despejado,turismo,conductor,más74,H,14,sin asistencia sanitaria,443411,4472736,N,
2025S025046,2025-03-03T00:00:00Z,12:50,"autov. m-30, 03tl09",03TL09,3,retiro,choque contra obstaculo fijo,despejado,turismo,pasajero,más74,M,7,asistencia sanitaria sólo en el lugar del accidente,443411,4472736,N,
2025S025056,2025-03-03T00:00:00Z,14:10,"aerop. terminal t-2, 0",0,21,barajas,colision fronto-lateral,lluvia debil,turismo,conductor,35-39,H,,,451661,4479560,N,
2025S025056,2025-03-03T00:00:00Z,14:10,"aerop. terminal t-2, 0",0,21,barajas,colision fronto-lateral,lluvia debil,turismo,conductor,40-44,H,,,451661,4479560,N,
2025S025158,2025-03-03T00:00:00Z,21:30,"autov. a-6, +00600e, a-6 entrada a madrid m-30 a calzada 1 avda de la ilustracion",22RR44,9,moncloa-aravaca,solo salida de la via,lluvia debil,turismo,conductor,50-54,M,14,sin asistencia sanitaria,437103,4478250,N,
2025S027903,2025-03-03T00:00:00Z,18:00,"call. chantada, 10",10,8,fuencarral-el pardo,choque contra obstaculo fijo,,turismo,conductor,desconocido,Desconocido,,,439692,4480517,N,
2025S024905,2025-04-03T00:00:00Z,00:50,avda. doctor garcia tapia / call. oberon,210,14,moratalaz,colision fronto-lateral,lluvia intensa,turismo,conductor,30-34,H,,,446149,4473249,N,
2025S024905,2025-04-03T00:00:00Z,00:50,avda. doctor garcia tapia / call. oberon,210,14,moratalaz,colision fronto-lateral,lluvia intensa,turismo,conductor,desconocido,Desconocido,,,446149,4473249,N,
2025S024910,2025-04-03T00:00:00Z,01:13,"call. marques de viana, 26",26,6,tetuan,colision frontal,lluvia intensa,bicicleta,conductor,25-29,H,14,sin asistencia sanitaria,440530,4479299,N,
2025S024910,2025-04-03T00:00:00Z,01:13,"call. marques de viana, 26",26,6,tetuan,colision frontal,lluvia intensa,turismo,conductor,45-49,H,14,sin asistencia sanitaria,440530,4479299,N,
2025S024927,2025-04-03T00:00:00Z,02:45,"call. princesa, 16",16,1,centro,alcance,lluvia debil,todo terreno,conductor,60-64,H,14,sin asistencia sanitaria,439487,4475321,N,
2025S024927,2025-04-03T00:00:00Z,02:45,"call. princesa, 16",16,1,centro,alcance,lluvia debil,turismo,conductor,25-29,M,14,sin asistencia sanitaria,439487,4475321,S,
2025S024951,2025-04-03T00:00:00Z,03:00,paseo. santa maria de la cabeza / call. torres miranda,79,2,arganzuela,choque contra obstaculo fijo,lluvia intensa,turismo,conductor,70-74,H,14,sin asistencia sanitaria,440439,4472175,N,
2025S024951,2025-04-03T00:00:00Z,03:00,paseo. santa maria de la cabeza / call. torres miranda,79,2,arganzuela,choque contra obstaculo fijo,lluvia intensa,turismo,pasajero,35-39,M,14,sin asistencia sanitaria,440439,4472175,N,
2025S024974,2025-04-03T00:00:00Z,03:58,"call. san benito, 5",5,6,tetuan,choque contra obstaculo fijo,lluvia intensa,turismo,conductor,21-24,H,14,sin asistencia sanitaria,441518,4479942,S,
2025S025009,2025-04-03T00:00:00Z,07:10,"call. higueras, 11",11,10,latina,caida,lluvia debil,bicicleta,conductor,21-24,H,1,atención en urgencias sin posterior ingreso,436929,4473239,N,
2025S025010,2025-04-03T00:00:00Z,08:00,"autov. a-42, +00500e",+00500E,12,usera,colision lateral,nublado,furgoneta,conductor,35-39,H,,,438988,4470320,N,
2025S025010,2025-04-03T00:00:00Z,08:00,"autov. a-42, +00500e",+00500E,12,usera,colision lateral,nublado,turismo,conductor,65-69,H,14,sin asistencia sanitaria,438988,4470320,N,
2025S025011,2025-04-03T00:00:00Z,07:20,avda. poblados / avda. las aguilas,54,10,latina,colision fronto-lateral,nublado,furgoneta,conductor,40-44,H,14,sin asistencia sanitaria,435355,4470806,N,
2025S025011,2025-04-03T00:00:00Z,07:20,avda. poblados / avda. las aguilas,54,10,latina,colision fronto-lateral,nublado,furgoneta,pasajero,45-49,H,14,sin asistencia sanitaria,435355,4470806,N,
2025S025011,2025-04-03T00:00:00Z,07:20,avda. poblados / avda. las aguilas,54,10,latina,colision fronto-lateral,nublado,turismo,conductor,55-59,M,7,asistencia sanitaria sólo en el lugar del accidente,435355,4470806,N,
2025S025012,2025-04-03T00:00:00Z,07:40,call. isabelita usera / call. teniente compaired,50,12,usera,choque contra obstaculo fijo,nublado,camion rigido,conductor,21-24,H,,,439940,4470399,N,
2025S025012,2025-04-03T00:00:00Z,07:40,call. isabelita usera / call. teniente compaired,50,12,usera,choque contra obstaculo fijo,nublado,turismo,conductor,25-29,H,,,439940,4470399,N,
2025S025012,2025-04-03T00:00:00Z,07:40,call. isabelita usera / call. teniente compaired,50,12,usera,choque contra obstaculo fijo,nublado,turismo,conductor,desconocido,Desconocido,,,439940,4470399,N,
2025S025014,2025-04-03T00:00:00Z,08:12,"call. benito de castro, 3",3,4,salamanca,colision lateral,despejado,furgoneta,conductor,40-44,H,,,443365,4475302,N,
2025S025014,2025-04-03T00:00:00Z,08:12,"call. benito de castro, 3",3,4,salamanca,colision lateral,despejado,furgoneta,conductor,desconocido,Desconocido,,,443365,4475302,N,
2025S025017,2025-04-03T00:00:00Z,09:08,paseo. castellana / plaza. lima,97,6,tetuan,colision fronto-lateral,nublado,motocicleta > 125cc,conductor,25-29,H,14,sin asistencia sanitaria,441427,4478220,N,
2025S025017,2025-04-03T00:00:00Z,09:08,paseo. castellana / plaza. lima,97,6,tetuan,colision fronto-lateral,nublado,turismo,conductor,45-49,M,14,sin asistencia sanitaria,441427,4478220,N,
2025S025017,2025-04-03T00:00:00Z,09:08,paseo. castellana / plaza. lima,97,6,tetuan,colision fronto-lateral,nublado,turismo,pasajero,45-49,H,,,441427,4478220,N,
2025S025023,2025-04-03T00:00:00Z,10:24,"call. toledo, 109",109,1,centro,choque contra obstaculo fijo,,furgoneta,conductor,35-39,H,,,439714,4473353,N,
2025S025023,2025-04-03T00:00:00Z,10:24,"call. toledo, 109",109,1,centro,choque contra obstaculo fijo,,turismo,conductor,55-59,M,,,439714,4473353,N,
2025S025032,2025-04-03T00:00:00Z,08:40,call. general pardiñas / call. espartinas,8,4,salamanca,alcance,nublado,turismo,conductor,25-29,H,,,442424,4475060,N,
2025S025032,2025-04-03T00:00:00Z,08:40,call. general pardiñas / call. espartinas,8,4,salamanca,alcance,nublado,turismo,conductor,50-54,H,,,442424,4475060,N,
2025S025037,2025-04-03T00:00:00Z,10:30,"call. antonio lopez, 58",58,11,carabanchel,alcance,lluvia debil,bicicleta epac (pedaleo asistido),conductor,25-29,H,7,asistencia sanitaria sólo en el lugar del accidente,439759,4471837,N,
2025S025037,2025-04-03T00:00:00Z,10:30,"call. antonio lopez, 58",58,11,carabanchel,alcance,lluvia debil,turismo,conductor,45-49,H,14,sin asistencia sanitaria,439759,4471837,N,
2025S025039,2025-04-03T00:00:00Z,09:45,avda. complutense / call. jose antonio novais,40,9,moncloa-aravaca,colision lateral,,furgoneta,conductor,40-44,H,,,438305,4477771,N,
2025S025039,2025-04-03T00:00:00Z,09:45,avda. complutense / call. jose antonio novais,40,9,moncloa-aravaca,colision lateral,,furgoneta,pasajero,60-64,H,,,438305,4477771,N,
2025S025039,2025-04-03T00:00:00Z,09:45,avda. complutense / call. jose antonio novais,40,9,moncloa-aravaca,colision lateral,,turismo,conductor,60-64,H,,,438305,4477771,N,
2025S025042,2025-04-03T00:00:00Z,10:55,plaza. cristo rey / plaza. cristo rey,4,7,chamberi,alcance,despejado,turismo,conductor,30-34,M,,,439158,4476733,N,
2025S025042,2025-04-03T00:00:00Z,10:55,plaza. cristo rey / plaza. cristo rey,4,7,chamberi,alcance,despejado,turismo,conductor,45-49,M,,,439158,4476733,N,
2025S025044,2025-04-03T00:00:00Z,11:45,"avda. betanzos, 52",52,8,fuencarral-el pardo,colision fronto-lateral,,turismo,conductor,21-24,H,,,439661,4480943,N,
2025S025044,2025-04-03T00:00:00Z,11:45,"avda. betanzos, 52",52,8,fuencarral-el pardo,colision fronto-lateral,,turismo,conductor,55-59,M,,,439661,4480943,N,
2025S025044,2025-04-03T00:00:00Z,11:45,"avda. betanzos, 52",52,8,fuencarral-el pardo,colision fronto-lateral,,turismo,conductor,desconocido,Desconocido,,,439661,4480943,N,
2025S025045,2025-04-03T00:00:00Z,11:35,call. antonio toledano / call. jorge juan,36,4,salamanca,colision fronto-lateral,nublado,turismo,conductor,30-34,H,,,443417,4474906,N,
2025S025045,2025-04-03T00:00:00Z,11:35,call. antonio toledano / call. jorge juan,36,4,salamanca,colision fronto-lateral,nublado,vmu electrico,conductor,18-20,H,14,sin asistencia sanitaria,443417,4474906,N,
2025S025048,2025-04-03T00:00:00Z,09:00,cmno. tomateros / cmno. china a vallecas,1,18,villa de vallecas,colision fronto-lateral,lluvia debil,camion rigido,conductor,55-59,H,14,sin asistencia sanitaria,444815,4468736,N,
2025S025048,2025-04-03T00:00:00Z,09:00,cmno. tomateros / cmno. china a vallecas,1,18,villa de vallecas,colision fronto-lateral,lluvia debil,turismo,conductor,25-29,H,14,sin asistencia sanitaria,444815,4468736,S,
2025S025050,2025-04-03T00:00:00Z,07:30,"autov. m-30, 06xc80",06XC80,15,ciudad lineal,alcance,nublado,turismo,conductor,35-39,M,7,asistencia sanitaria sólo en el lugar del accidente,444037,4475202,N,
2025S025050,2025-04-03T00:00:00Z,07:30,"autov. m-30, 06xc80",06XC80,15,ciudad lineal,alcance,nublado,turismo,conductor,60-64,H,14,sin asistencia sanitaria,444037,4475202,N,
2025S025051,2025-04-03T00:00:00Z,09:10,call. navia / call. navia,9,10,latina,colision fronto-lateral,lluvia debil,furgoneta,conductor,21-24,H,14,sin asistencia sanitaria,434755,4470901,N,
2025S025051,2025-04-03T00:00:00Z,09:10,call. navia / call. navia,9,10,latina,colision fronto-lateral,lluvia debil,turismo,conductor,45-49,M,7,asistencia sanitaria sólo en el lugar del accidente,434755,4470901,N,
2025S025051,2025-04-03T00:00:00Z,09:10,call. navia / call. navia,9,10,latina,colision fronto-lateral,lluvia debil,turismo,conductor,desconocido,Desconocido,,,434755,4470901,N,
2025S025053,2025-04-03T00:00:00Z,12:30,"avda. albufera, 248",248,13,puente de vallecas,colision lateral,despejado,camion rigido,conductor,45-49,H,,,445184,4471226,N,
2025S025053,2025-04-03T00:00:00Z,12:30,"avda. albufera, 248",248,13,puente de vallecas,colision lateral,despejado,turismo,conductor,60-64,M,,,445184,4471226,N,
2025S025054,2025-04-03T00:00:00Z,11:55,avda. pio xii / call. caidos de la division azul,34,5,chamartin,colision lateral,nublado,turismo,conductor,45-49,H,,,442831,4479846,N,
2025S025054,2025-04-03T00:00:00Z,11:55,avda. pio xii / call. caidos de la division azul,34,5,chamartin,colision lateral,nublado,turismo,conductor,55-59,H,,,442831,4479846,N,
2025S025055,2025-04-03T00:00:00Z,07:58,"autov. m-30, 10nc40",10NC40,3,retiro,alcance,,motocicleta > 125cc,conductor,40-44,H,,,442884,4471804,N,
2025S025055,2025-04-03T00:00:00Z,07:58,"autov. m-30, 10nc40",10NC40,3,retiro,alcance,,turismo,conductor,40-44,M,,,442884,4471804,N,
2025S025058,2025-04-03T00:00:00Z,10:34,"call. ulises, 77",77,16,hortaleza,choque contra obstaculo fijo,,turismo,conductor,desconocido,Desconocido,,,445061,4478850,N,
2025S025060,2025-04-03T00:00:00Z,12:40,"call. antonio de leyva, 2",2,11,carabanchel,colision frontal,nublado,motocicleta > 125cc,conductor,35-39,H,14,sin asistencia sanitaria,439286,4472055,N,
2025S025060,2025-04-03T00:00:00Z,12:40,"call. antonio de leyva, 2",2,11,carabanchel,colision frontal,nublado,turismo,conductor,35-39,H,14,sin asistencia sanitaria,439286,4472055,N,
2025S025060,2025-04-03T00:00:00Z,12:40,"call. antonio de leyva, 2",2,11,carabanchel,colision frontal,nublado,turismo,pasajero,40-44,M,7,asistencia sanitaria sólo en el lugar del accidente,439286,4472055,N,
2025S025119,2025-04-03T00:00:00Z,13:05,"call. bausa, 11",11,15,ciudad lineal,colision lateral,,tractocamion,conductor,55-59,H,,,443417,4480004,N,
2025S025119,2025-04-03T00:00:00Z,13:05,"call. bausa, 11",11,15,ciudad lineal,colision lateral,,turismo,conductor,40-44,H,,,443417,4480004,N,
2025S025122,2025-04-03T00:00:00Z,08:00,autov. m-30 calzada ext lat pk 7700,07XL70,14,moratalaz,colision lateral,nublado,furgoneta,conductor,30-34,H,14,sin asistencia sanitaria,444089,4474217,N,
2025S025122,2025-04-03T00:00:00Z,08:00,autov. m-30 calzada ext lat pk 7700,07XL70,14,moratalaz,colision lateral,nublado,furgoneta,conductor,50-54,H,14,sin asistencia sanitaria,444089,4474217,N,
2025S025138,2025-04-03T00:00:00Z,14:40,"autov. m-30, 05nl10",05NL10,4,salamanca,alcance,nublado,todo terreno,conductor,45-49,H,,,444073,4476754,N,
2025S025138,2025-04-03T00:00:00Z,14:40,"autov. m-30, 05nl10",05NL10,4,salamanca,alcance,nublado,turismo,conductor,35-39,M,,,444073,4476754,N,
2025S025138,2025-04-03T00:00:00Z,14:40,"autov. m-30, 05nl10",05NL10,4,salamanca,alcance,nublado,turismo,pasajero,45-49,M,,,444073,4476754,N,
2025S025138,2025-04-03T00:00:00Z,14:40,"autov. m-30, 05nl10",05NL10,4,salamanca,alcance,nublado,turismo,pasajero,60-64,M,,,444073,4476754,N,
2025S025138,2025-04-03T00:00:00Z,14:40,"autov. m-30, 05nl10",05NL10,4,salamanca,alcance,nublado,turismo,pasajero,70-74,H,,,444073,4476754,N,
2025S025160,2025-04-03T00:00:00Z,15:35,"call. claudio moyano, 2",2,3,retiro,caida,lluvia debil,bicicleta,conductor,25-29,M,2,ingreso inferior o igual a 24 horas,441358,4473450,N,
2025S025164,2025-04-03T00:00:00Z,17:00,call. marcelo usera / call. pilarica,49,12,usera,colision fronto-lateral,,,conductor,desconocido,Desconocido,,,440299,4470854,N,
2025S025164,2025-04-03T00:00:00Z,17:00,call. marcelo usera / call. pilarica,49,12,usera,colision fronto-lateral,,turismo,conductor,40-44,H,,,440299,4470854,N,
2025S025164,2025-04-03T00:00:00Z,17:00,call. marcelo usera / call. pilarica,49,12,usera,colision fronto-lateral,,turismo,pasajero,45-49,M,,,440299,4470854,N,
2025S025167,2025-04-03T00:00:00Z,16:40,call. dehesa de vicalvaro / avda. aurora boreal,11,19,vicalvaro,otro,nublado,turismo,conductor,60-64,H,,,448497,4472284,N,
2025S025183,2025-04-03T00:00:00Z,16:25,call. eugenia de montijo / avda. poblados,77,11,carabanchel,alcance,lluvia debil,turismo,conductor,25-29,H,14,sin asistencia sanitaria,436255,4469829,N,
2025S025183,2025-04-03T00:00:00Z,16:25,call. eugenia de montijo / avda. poblados,77,11,carabanchel,alcance,lluvia debil,turismo,conductor,30-34,H,6,asistencia sanitaria inmediata en centro de salud o mutua,436255,4469829,N,
2025S025184,2025-04-03T00:00:00Z,17:25,call. camino de los vinateros / call. corregidor diego de valderrabano,22,14,moratalaz,alcance,nublado,turismo,conductor,25-29,H,14,sin asistencia sanitaria,444151,4473564,N,
2025S025184,2025-04-03T00:00:00Z,17:25,call. camino de los vinateros / call. corregidor diego de valderrabano,22,14,moratalaz,alcance,nublado,turismo,conductor,35-39,M,14,sin asistencia sanitaria,444151,4473564,N,
2025S025184,2025-04-03T00:00:00Z,17:25,call. camino de los vinateros / call. corregidor diego de valderrabano,22,14,moratalaz,alcance,nublado,turismo,pasajero,10-14,M,7,asistencia sanitaria sólo en el lugar del accidente,444151,4473564,N,
2025S025187,2025-04-03T00:00:00Z,14:40,avda. gran via de villaverde / call. martinez oviol,10,17,villaverde,atropello a persona,nublado,turismo,conductor,45-49,M,14,sin asistencia sanitaria,441621,4466536,N,
2025S025187,2025-04-03T00:00:00Z,14:40,avda. gran via de villaverde / call. martinez oviol,10,17,villaverde,atropello a persona,nublado,turismo,peaton,30-34,M,2,ingreso inferior o igual a 24 horas,441621,4466536,N,
2025S025190,2025-04-03T00:00:00Z,18:10,call. san mariano / call. canal del bosforo,1,20,san blas-canillejas,colision fronto-lateral,nublado,autobus,conductor,50-54,H,14,sin asistencia sanitaria,448154,4476839,N,
2025S025190,2025-04-03T00:00:00Z,18:10,call. san mariano / call. canal del bosforo,1,20,san blas-canillejas,colision fronto-lateral,nublado,furgoneta,conductor,55-59,H,14,sin asistencia sanitaria,448154,4476839,N,
2025S025191,2025-04-03T00:00:00Z,14:45,avda. entrevias / call. mendez alvaro,2,13,puente de vallecas,colision fronto-lateral,lluvia intensa,autocaravana,conductor,30-34,H,,,442680,4471444,N,
2025S025191,2025-04-03T00:00:00Z,14:45,avda. entrevias / call. mendez alvaro,2,13,puente de vallecas,colision fronto-lateral,lluvia intensa,autocaravana,pasajero,30-34,M,,,442680,4471444,N,
